"brands","company","product","price","brief","newest time","oldest time","if Kontakt"
"Soniccouture","Soniccouture","The Attic","$99.00","Collection of 10 Vintage Analogue Instruments","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Array Mbira","$59.00","A 5 Octave Thumb Piano from Array Instruments","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Xtended Piano","$89.00","Incredibly versatile suite of organic piano Instruments.","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Konkrete 3","$69.00","Drum & Percussion Instrument for Electronic Music Production","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Novachord","$79.00","The World´s first Synthesiter!","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Glass-Works","$99.00","Unique Collection of Instruments made from Glass","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Grand Marimba","$79.00","A 5 Octave Yamaha 6100, Sampled in Forensic Detail","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Ondes","$79.00","Most enigmatic Musical Instruments of the 20th Century","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Pan Drums","$79.00","5 different Pan Drums in one fantastic Virtual Instrument","no reviews","no reviews","1"
"Soniccouture","Soniccouture","The Conservatoire Collection","$139.00","Extensive Collection of Renaissance & Baroque Instruments","no reviews","no reviews","1"
"Soniccouture","Soniccouture","Vibraphone SC","$79.00","Most Realistic Sampled Vibraphone Available","no reviews","no reviews","1"
"Fable Sounds","Fable Sounds","Broadway Gig","$199.00","Created specifically for keyboardists playing live shows!","no reviews","no reviews","1"
"Fable Sounds","Fable Sounds","Broadway Lites","$499.00","Compact version of ""Broadway Big Band"" to a favourable price","no reviews","no reviews","1"
"Fable Sounds","Fable Sounds","Broadway Big Band","$2295.00","Most authentic Woodwind, Brass & Rhythm Section Instruments","no reviews","no reviews","1"
"Neocymatics","Neocymatics","Hybrid Strings","$245.00","3 Libraries in 1 - each with its own character and tone","no reviews","no reviews","1"
"Prominy","Prominy","Hummingbird","$209.00","The true sound of Gibson 1963 Hummingbird","no reviews","no reviews","1"
"Prominy","Prominy","SR5 Rock Bass","$79.00","Ultra realistic electric bass sound of MusicMan StingRay5","no reviews","no reviews","1"
"Prominy","Prominy","V-Metal","$166.00","Ultra real-sounding dark-powered virtual electric guitar","2013","2013","1"
"Prominy","Prominy","V-Metal and SC Electric Guitar Bundle","$299.00","Bundle consisting of V-Metal and SC Electric Guitar","no reviews","no reviews","1"
"Prominy","Prominy","SC Electric Guitar","$233.00","""Clean"" recorded true sound of Fender® Stratocaster®","no reviews","no reviews","1"
"Prominy","Prominy","Electric Grand PCP-80","$49.00","The true sound of a Yamaha Electric Grand Piano CP-80","no reviews","no reviews","1"
"Wallander Instruments","Wallander Instruments","NotePerformer - for Sibelius","$129.00","Realistic playback in your AVID Sibelius notation program!","no reviews","no reviews","0"
"Wallander Instruments","Wallander Instruments","WIVI Band","$129.00","low-cost yet powerful software wind instrument","2010","2010","0"
"Wallander Instruments","Wallander Instruments","WIVI - Woodwinds & Saxophones","$329.00","CPU/RAM-optimized modelled woodwind instrument bundle","no reviews","no reviews","0"
"Wallander Instruments","Wallander Instruments","WIVI - Orchestral & Band Brass","$399.00","CPU/RAM-optimized modelled brass instruments bundle","no reviews","no reviews","0"
"HybridTwo","HybridTwo","Project Bundle","$199.00","Bundle containing Project Alpha and Project Bravo","no reviews","no reviews","1"
"HybridTwo","HybridTwo","Project Bravo","$149.00","Intuitive and powerful Hybrid Sound Design Library","no reviews","no reviews","1"
"HybridTwo","HybridTwo","Project Alpha","$149.00","Musical Cinematic Sound Design","no reviews","no reviews","1"
"Handheld Sound","Handheld Sound","MAD Drum Kit Series","$39.00","Fresh, versatile and forward-sounding virtual Drum Kit","no reviews","no reviews","1"
"Handheld Sound","Handheld Sound","Flying Hand Percussion v1.5","$159.00","Dedicated Hand-Percussion sample library for Kontakt.","no reviews","no reviews","1"
"Handheld Sound","Handheld Sound","MAD - RocknFunk","$199.00","3 deeply sampled drum kits with authentic musical dynamics","no reviews","no reviews","1"
"Handheld Sound","Handheld Sound","Scoring Mallets","$199.00","Cinematic Marimba, Xylophone and Vibraphone","2016","2016","1"
"Vital Arts","Vital Arts","Plectrum","$299.00","Exceptional acoustic instruments","no reviews","no reviews","1"
"Tovusound","Tovusound","Edward","$79.00","Get access to a playable arsenal of Footsteps","no reviews","no reviews","1"
"Tovusound","Tovusound","Edward Ultimate SUITE","$399.00","High quality, real recorded and playable Foley-FX","2016","2016","1"
"Tovusound","Tovusound","Barefoot & Sandals: EUS Expansion","$79.00","Expansion pack for Edward Ultimate SUITE","no reviews","no reviews","1"
"Spectrasonics","Spectrasonics","Keyscape","$399.00","Spectrasonics' huge selection of collector keyboards","2016","2016","0"
"Spectrasonics","Spectrasonics","Omnisphere 2","$499.00","Omnisphere 2.0 - Time to Make Some Noise!","2015","2015","0"
"Spectrasonics","Spectrasonics","Trilian","$299.00","Many different types of Acoustic-, Electric- und Synth Bass","no reviews","no reviews","0"
"Spectrasonics","Spectrasonics","Stylus RMX Xpanded","$399.00","New version of Stylus RMX Realtime Groove Module","no reviews","no reviews","0"
"Spectrasonics","Spectrasonics","Omnisphere 2 Upgrade","$249.00","Omnisphere 2 Upgrade","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Action Cuts","$98.25","Soul & Funk Loops & Grooves for film, TV, games & more","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Complete Ueberschall Bundle","$2777.83","Loops, Samples, Sound FX and Construction Kits","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Complete Construction Kit Bundle","$1983.88","3100 Construction Kits, 120000 Loops & Samples","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Complete Instrument Bundle","$991.44","Huge range of instruments and musical styles","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Synth Phunk","$98.25","Funky Electro Pop Construction Kits","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Jazz Guitar","$48.63","Smooth Electric Lead Lines","2016","2016","0"
"Ueberschall","Ueberschall","Pop Rock","$98.25","10 huge Pop Rock construction kits","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Techno ID","$48.63","10 construction kits that capture the sound of Berlin Techno","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Jazz Lounge","$98.25","Mellow moods flavored with Jazz","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Trumpet 2","$98.25","Beautifully produced Solo Trumpet Lines","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Flugelhorn","$48.63","Flugelhorn Jazz Loops and Samples","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Batucada","$48.63","Percussive Samba Grooves with an African influence","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Relaxed Guitar Grooves","$98.25","Smooth Guitar Instrumentals with Cool Rhythms","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Indie Rock 3","$98.25","Modern Commercial Rock with an Edge","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Ambient Textures","$48.63","Ambient, Sound Effects, Loops and Samples","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Acoustic Guitar 2","$48.63","Production ready Acoustic Guitar Loops","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Nightshift 2","$48.63","10 Construction Kits with Chilled Tunes for Relaxed Moods","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Wonky Toys","$48.63","Crazy rhythms and grooves","no reviews","no reviews","no requirement"
"Ueberschall","Ueberschall","Chart Hits 2","$48.63","anthemic electronic pop and four to the floor beats","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Soul Bundle","$197.49","72 full construction kits and 4520 Loops","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Lounge Bundle","$197.49","Creative selection of Lounge and Jazz-related styles","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Inspire Bundle","$247.12","Four complete Elastik Inspire Series products","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Rock Bundle","$197.49","55 Construction Kits and 7180 Loops","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Chinese Instruments","$48.63","Collection of individual Instrument Performances","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Twelve String Electric","$98.25","Nearly 700 guitar loops and phrases","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Chillstep","$98.25","10 Construction Kits, 662 Loops & Samples","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Jazz Guitar 2","$98.25","Jazz Guitar licks and phrases","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Ukulele","$48.63","Infectious and positive loops & phrases","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Sunny Moods","$98.25","10 feel good Construction Kits to make you smile","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Resonator Guitar","$48.63","Traditional Sounds For Modern Music","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Neo Soul","$98.25","10 Neo Soul Construction Kits, 656 Loops & Samples","no reviews","no reviews","0"
"Ueberschall","Ueberschall","DiscoTape","$98.25","10 Constructions Kits with the classic vibe of pure Disco","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Cinematic Guitar Loops","$147.87","Huge collection of atmospheric Guitar Performances","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Chart Hits 3","$98.25","Good-Time Guitar Grooves","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Cumbia Digital","$48.63","Columbian rhythms fused with modern beats","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Acoustic Lounge","$147.87","24 Construction Kits of Smooth and Soulful Tunes","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Classical Guitar","$48.63","Contemporary Nylon String Guitar - 400 Loops","no reviews","no reviews","0"
"Ueberschall","Ueberschall","80s Synthwave","$48.63","Classic 80s synth-based hits with a modern edge","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Guitar Feedback","$48.63","Guitar Feedback brings Art from the Noise","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Glitch Art","$48.63","10 fully-stocked constructions kits","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Vocal Dance Hits 2","$98.25","Dance Floor Hits with Vocals","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Metal 2","$98.25","10 Metal Construction Kits for your Elastik Player","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Guitar Ballads 2","$98.25","Classic Rock and Pop Ballads with a modern touch","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Saxophone 2","$48.63","Soulful and Smooth Saxophone Phrases","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Concert Flute","$48.63","Delicate Melodic Moods","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Chillout Lounge 2","$48.63","Relaxed and refined Chillout Moods!","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Indie-Pop","$98.25","Pop-based Tunes with an Indie Feel","no reviews","no reviews","1"
"Ueberschall","Ueberschall","Vocal Dance Hits","$28.78","Complete Dance & Pop Anthems with Vocals","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Uplifting Trance","$48.63","Inspiring collection for versatile multimedia productions","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Brasil Nova Segundo","$98.25","Follow up to Brasil Nova Primeiro!","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Electro House 2","$48.63","Electro House Construction Kits","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Brasil Nova Primeiro","$98.25","Genuine Flavor of Classic Brasilian Music","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Daytime Tunes","$48.63","Pop / Score Music Soundbank for Songwriters & Producers","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Ambient Noises","$48.63","A trip to the darker end of the ambient spectrum","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Dubtechno","$48.63","Warm Subbasslines, swirling pads, wide Chords!","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Vocal House 02","$28.78","Driving beats, synth basses and processed vocals","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Chillout Lounge","$48.63","Electonic to jazzy grooves","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Trap","$48.63","Finest Trap beats & grooves!","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Ueberschall - Upright Bass","$48.63","Deep bass loops and licks, 61-130 BPM, and much more","2014","2014","0"
"Ueberschall","Ueberschall","Looptool 3","$48.63","The third part of the acclaimed Looptool series!","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Retro Action Score","$98.25","Authentic retro action score in the style of the classics","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Low Tuned Strings","$48.63","The lowest acoustic bass sounds - gets under your skin!","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Bass Saxophone UE","$43.00","The deepest baritone sax riffs & loops!","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Score FX 2","$147.87","Professionelles sound design and FX","2010","2009","0"
"Ueberschall","Ueberschall","Score FX","$147.87","Sound design and audio FX for movies & games","2009","2008","0"
"Ueberschall","Ueberschall","Horn Section","$98.25","Flexible horn phrases in best quality!","2010","2006","0"
"Ueberschall","Ueberschall","Neurofunk","$28.78","The dark side of Drum 6 Bass","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Loop Food - Free Elastik Soundbank","$0.00","FREE Loops and Samples from 45 Libraries","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Punk Rock","$48.63","Rock grooves with authentic jam-feeling","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Solo Guitar","$48.63","Solo guitar loops - different musical styles","no reviews","no reviews","0"
"Ueberschall","Ueberschall","Deep Electro House","$48.63","Beats, synths & FX for Deep House to Electro Music!","no reviews","no reviews","0"
